"symbol","page?","name","t","p","p_corr","var_explained","var_sd"
"OC90","10086","HERV-H LTR-associating 1",-0.593720947617051,0.578538100923599,0.685799267344952,0.207729324082874,0.139250565246086
"COL4A3BP","10087","collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",-1.32903501906178,0.241252462199412,0.364986530694264,0.708673154938268,0.762636788843881
"KCNK7","10089","potassium channel, subfamily K, member 7",-1.09335771609686,0.32409230780791,0.452536226399075,0.935874598998244,0.782951310138324
"UST","10090","uronyl-2-sulfotransferase",-2.55803068275845,0.0507679354110725,0.118935317636646,1.32931632865973,1.19177865091692
"ARPC5","10092","actin related protein 2/3 complex, subunit 5, 16kDa",0.169253344715233,0.872231785433547,0.913957159179713,0.396846367659521,0.529738806299267
"ARPC4","10093","actin related protein 2/3 complex, subunit 4, 20kDa",1.87967821270964,0.118925822622728,0.217339405021026,1.68338826137789,2.37105331921146
"ARPC3","10094","actin related protein 2/3 complex, subunit 3, 21kDa",2.4513989712991,0.0578368170704478,0.130424594971078,0.76230975188326,0.693060431007183
"ACTR3","10096","ARP3 actin-related protein 3 homolog (yeast)",1.18178526037674,0.290429227732853,0.418230159811764,0.783766053998015,0.840602835922745
"ACTR2","10097","ARP2 actin-related protein 2 homolog (yeast)",2.79078522972292,0.0384092321790857,0.0986181706159406,1.20605449856024,1.48282514905317
"TSPAN5","10098","tetraspanin 5",8.60616954738222,0.000349459181523918,0.00565279908900675,1.56281032915693,0.857765173879599
"TSPAN3","10099","tetraspanin 3",-0.167918641272415,0.8732280246977,0.91458613137457,0.951419527679471,1.01222352793094
"TSPAN2","10100","tetraspanin 2",-7.14147573294698,0.000835981965367026,0.00905676486584354,2.49118960432129,1.64621588732077
"NUBP2","10101","nucleotide binding protein 2",-1.02076611072506,0.354188185909643,0.482471154685697,0.941245771505503,0.70010624057751
"TSFM","10102","Ts translation elongation factor, mitochondrial",0.302945233545835,0.774130615781575,0.842946731809931,0.661812542416741,0.557360072401024
"TSPAN1","10103","tetraspanin 1",-2.1109275361775,0.0885177193255016,0.176432815382031,0.707324635892999,1.29756398305513
"PPIF","10105","peptidylprolyl isomerase F",-3.24193961709349,0.0228998655714836,0.0695426596982366,0.739282211331726,0.624998295234592
"CTDSP2","10106","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2",0.369228292920831,0.727077988709436,0.806583955134114,0.367755731221999,0.426244408092915
"TRIM10","10107","tripartite motif containing 10",1.17135469666876,0.29423322060257,0.422173169640376,0.533408632889745,0.37862568742521
"ARPC2","10109","actin related protein 2/3 complex, subunit 2, 34kDa",5.73897509842799,0.00225062845597014,0.0158477972697972,2.52564428167199,2.14439583007654
"SGK2","10110","serum/glucocorticoid regulated kinase 2",-3.1604896557486,0.0250813496411537,0.0737963520645802,1.62653028185812,1.89840056206369
"RAD50","10111","RAD50 homolog (S. cerevisiae)",1.90680440860703,0.11485614161199,0.211935609581661,1.58987621043671,2.9466681535564
"KIF20A","10112","kinesin family member 20A",-2.77491461157191,0.0391368993320873,0.099737623665287,0.878719063753185,1.11906357607832
"PREB","10113","prolactin regulatory element binding",-1.16002935961622,0.298413384333357,0.426360507260808,1.28415297985167,1.06107489382994
"HIPK3","10114","homeodomain interacting protein kinase 3",-2.58423167695518,0.0491792514839761,0.116433838336835,2.59275173088875,2.81185462267765
"FEM1B","10116","fem-1 homolog b (C. elegans)",2.5414326409296,0.0518033592704541,0.120694511225614,2.37121893208806,2.99056933321698
"ENAM","10117","enamelin",0.31154480116976,0.767957987247159,0.838025233918142,0.535556268474785,0.537836165262301
"ACTR1B","10120","ARP1 actin-related protein 1 homolog B, centractin beta (yeast)",6.92228626661558,0.000965033606219075,0.00979021648241869,3.66066203961512,2.34459692724717
"ACTR1A","10121","ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)",-0.838006836719309,0.440234864002551,0.564363991243974,1.31748593100034,1.86959109251794
"ARL4C","10123","ADP-ribosylation factor-like 4C",-1.68209629766635,0.153376372084702,0.261370214008778,0.739649605988415,1.3897793341897
"ARL4A","10124","ADP-ribosylation factor-like 4A",7.24295966572783,0.000783210041849422,0.00877659684092935,2.65164263004594,1.76010008767251
"RASGRP1","10125","RAS guanyl releasing protein 1 (calcium and DAG-regulated)",5.71193147512309,0.00229822081726196,0.0159999389310912,2.53962864018118,2.15832946066478
"DNAL4","10126","dynein, axonemal, light chain 4",3.95766393624556,0.0107679392068624,0.0419812172804305,1.41645804062571,1.562507995721
"ZNF263","10127","zinc finger protein 263",-3.21187207346918,0.0236792378992708,0.071089011873504,0.664537027081589,0.709912108500048
"LRPPRC","10128","leucine-rich pentatricopeptide repeat containing",-1.39281269148808,0.222435750261755,0.343928290738702,1.8493302251296,1.62706746135997
"FRY","10129","furry homolog (Drosophila)",-1.47212100146783,0.200967762661539,0.319064911207929,0.544856257843067,0.628276719479172
"PDIA6","10130","protein disulfide isomerase family A, member 6",1.71502284478588,0.147002160953205,0.253188658524672,1.62240796509841,2.3231309344112
"TRAP1","10131","TNF receptor-associated protein 1",-0.802302872850487,0.458797094632503,0.581489860747871,0.987075409030958,0.872702882744381
"OPTN","10133","optineurin",-1.53901143867514,0.184420702769821,0.298563329320581,1.49807675109717,2.95524129245186
"BCAP31","10134","B-cell receptor-associated protein 31",-0.180590100636458,0.86378091810981,0.907618356404419,0.813360514349982,0.895230614881334
"PBEF1","10135","nicotinamide phosphoribosyltransferase",-2.28389878469156,0.0711901685173679,0.151027402270705,1.48388478651883,1.58425344229324
"CELA3A","10136","chymotrypsin-like elastase family, member 3A",-0.351579415781792,0.739484831880988,0.81718528881885,0.594703173209959,0.716977614954834
"RBM12","10137","RNA binding motif protein 12",0.286722577507962,0.785826268194985,0.852022253127955,0.12000798994094,0.16368752434862
"YAF2","10138","YY1 associated factor 2",-0.304080524332376,0.773314625380814,0.84223468080221,0.61413922898487,0.376035497886638
"ARFRP1","10139","ADP-ribosylation factor related protein 1",-3.34910337847786,0.0203487724214681,0.0643135065113361,1.3592354305575,1.40900360692927
"TOB1","10140","transducer of ERBB2, 1",-1.83518358655459,0.125925230581037,0.22637790954666,1.83595538643238,2.67838660208106
"C4orf6","10141","chromosome 4 open reading frame 6",0.827060731276375,0.445864549530215,0.569426766451749,0.580067315242955,0.582734284167327
"AKAP9","10142","A kinase (PRKA) anchor protein (yotiao) 9",-0.11298596429036,0.914437886935397,0.94306510992886,0.278481629747095,0.26378695909327
"CLEC3A","10143","C-type lectin domain family 3, member A",-0.804844041906201,0.457456964321865,0.580152211389775,0.119182533643422,0.105408011841915
"FAM13A","10144","family with sequence similarity 13, member A",2.52257791764056,0.0530076433383316,0.122790158809454,1.3246707828916,1.32574570217145
"G3BP1","10146","GTPase activating protein (SH3 domain) binding protein 1",-2.52131553615841,0.0530893589147115,0.122878132029853,2.25409975874739,2.15402727434206
"SFRS14","10147","SURP and G patch domain containing 2",3.25689208798327,0.0225230979808662,0.0688772284849722,2.27675896956402,3.23728528769162
"EBI3","10148","Epstein-Barr virus induced 3",-2.00088450455032,0.101824401350679,0.19457846047143,1.52678064479397,0.618027720436994
"GPR64","10149","G protein-coupled receptor 64",-1.9421065623793,0.109774239289948,0.205340430881062,0.68503660630151,0.723364993639657
"MBNL2","10150","muscleblind-like splicing regulator 2",0.444998358631823,0.67492443649469,0.764303499412388,0.540551137308324,0.618955722116652
"HNRNPA3P1","10151","heterogeneous nuclear ribonucleoprotein A3 pseudogene 1",-0.947484005494908,0.386900015711741,0.51488104615732,0.708149599561553,0.400994761237661
"ABI2","10152","abl-interactor 2",4.93224085261226,0.00435116098360291,0.0235176530935357,4.33233371534457,3.49130740794445
"CEBPZ","10153","CCAAT/enhancer binding protein (C/EBP), zeta",-2.3625930214248,0.064542988630737,0.140826609076008,0.622544055164476,0.609892671451435
"PLXNC1","10154","plexin C1",0.246937389605301,0.814775259393986,0.872308061239328,0.507640403369799,0.493794974308232
"TRIM28","10155","tripartite motif containing 28",1.03429918728553,0.348405200352622,0.47652973415778,1.09165076377349,1.71829389117139
"AASS","10157","aminoadipate-semialdehyde synthase",-4.26618821277823,0.00796767769936505,0.0345050242368128,2.30421019749789,2.01007676068315
"PDZK1IP1","10158","PDZK1 interacting protein 1",0.215156170361001,0.838146297746445,0.888633433196743,0.252842264386778,0.241443489045221
"ATP6AP2","10159","ATPase, H+ transporting, lysosomal accessory protein 2",0.954038176426748,0.383877528071567,0.511877745591357,1.3815923169959,1.7563633227831
"FARP1","10160","FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)",3.45019501345914,0.0182338085896015,0.0596705842772048,1.21713856115267,1.51466102212711
"LPAR6","10161","lysophosphatidic acid receptor 6",-7.23132582678984,0.00078905528234556,0.00881359062553313,3.44949384301424,2.25279756541675
"U47924.1","10162","lysophosphatidylcholine acyltransferase 3",-0.646293419530568,0.546579021718685,0.658613304994859,0.377180689215463,0.396153736818515
"WASF2","10163","WAS protein family, member 2",-4.20430276824126,0.00845445523976136,0.0358074085307497,2.14498082954489,2.09568687070005
"CHST4","10164","carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4",-4.61482301933355,0.00576235626430645,0.0280849002734204,1.45988361080881,1.27822091290153
"SLC25A13","10165","solute carrier family 25 (aspartate/glutamate carrier), member 13",-6.55594737918413,0.00123746256797534,0.011257389234356,4.28165201472085,2.88050779423704
"SLC25A15","10166","solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15",-2.4568337155952,0.0574517010963584,0.129965013678311,1.00515852987196,1.78867368081325
"ZNF197","10168","zinc finger protein 197",-1.50231468629881,0.193328070596004,0.309707506498619,1.13532808959506,1.18806520908388
"SERF2","10169","small EDRK-rich factor 2",-5.8091755998582,0.0021323943655115,0.0153757428593759,1.63049254758547,1.34897878834961
"DHRS9","10170","dehydrogenase/reductase (SDR family) member 9",-3.0618364626009,0.0280432709904864,0.0796493724822513,0.849562342960046,0.970418549853798
"RCL1","10171","RNA terminal phosphate cyclase-like 1",-3.8321987424578,0.0122202943749394,0.0455402042258632,1.81237449794317,1.18587386106002
"ZNF256","10172","zinc finger protein 256",0.79773530605613,0.461213191645261,0.583484791840426,1.29419170734973,0.799906413251889
"SORBS3","10174","sorbin and SH3 domain containing 3",-6.31735541497138,0.00146410291532853,0.0123981853599265,1.02957635787455,0.786508060451053
"CNIH","10175","cornichon homolog (Drosophila)",-2.10345219429551,0.0893609692967092,0.177483897264542,0.73690036595733,0.614431433654028
"ODZ1","10178","odz, odd Oz/ten-m homolog 1 (Drosophila)",-3.67822667329004,0.0143200368258808,0.0507191353722242,0.514593425180146,0.564956845582936
"AP002373.1","10179","RNA binding motif protein 7",-3.00550216090931,0.0299096261802264,0.0833066191852274,0.770822401376283,0.955815957298137
"RBM6","10180","RNA binding motif protein 6",-2.94935162340229,0.0319093181101105,0.0868419737568561,1.85234446125692,1.57432178929956
"RBM5","10181","RNA binding motif protein 5",3.3676846481747,0.0199399904598962,0.0633195359778501,2.24157833467328,2.6569642156225
"LHFPL2","10184","lipoma HMGIC fusion partner-like 2",1.48086926580112,0.198724824962971,0.316373817607818,0.311508195997308,0.35425725952223
"LHFP","10186","lipoma HMGIC fusion partner",-4.18524779051098,0.00861119843138354,0.0361472095705108,1.05351498295171,0.98305992062798
"TNK2","10188","tyrosine kinase, non-receptor, 2",5.55910071961768,0.00259050137279891,0.0171111382384401,1.85602627057891,1.39013736604277
"THOC4","10189","Aly/REF export factor",-1.50868276986094,0.191752989370416,0.307725576317675,0.988844183523253,1.26874146304889
"TXNDC9","10190","thioredoxin domain containing 9",-0.420289433460085,0.691725024743459,0.778217360696505,0.85886888430277,0.960514760233181
"RNF41","10193","ring finger protein 41",4.11162251960861,0.00924919943163268,0.0379655046984709,2.67340284879908,2.27138784405745
"TSHZ1","10194","teashirt zinc finger homeobox 1",5.8541212729611,0.00206052725702559,0.0150564025619083,0.645874805372382,0.33940049964121
"ALG3","10195","asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae)",-5.67296778721341,0.00236888616676816,0.0162382044116385,1.67125344406819,1.40136989126256
"PRMT3","10196","protein arginine methyltransferase 3",-0.554108774779229,0.603372675764319,0.706608890766924,0.378900381948401,0.632351625197141
"PSME3","10197","proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)",-0.395463607292942,0.708809952388291,0.792280070995075,0.782302478685379,0.545050388088756
"MPHOSPH9","10198","M-phase phosphoprotein 9",-0.976489172645175,0.373668912353283,0.501643999036922,1.01832497423908,0.853198221915537
"MPHOSPH10","10199","M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)",-3.59861499450502,0.0155659643689348,0.0535156734032492,1.65807964193381,1.13222457915512
"MPHOSPH6","10200","M-phase phosphoprotein 6",-2.48613575882894,0.055422781169942,0.126782585251412,1.32268839211871,1.24048106807497
"NME6","10201","NME/NM23 nucleoside diphosphate kinase 6",-1.34623417604341,0.236036700565289,0.359301169546109,0.531786003175404,0.394321166414529
"DHRS2","10202","dehydrogenase/reductase (SDR family) member 2",-4.90450227560027,0.0044570022338433,0.0238598262773373,1.94029131330663,1.50958072077542
"CALCRL","10203","calcitonin receptor-like",-3.0604951437277,0.0280861622617462,0.0797251201604423,2.67088633629511,3.62591592774129
"NUTF2","10204","nuclear transport factor 2",-2.98111370385463,0.0307604332851025,0.0847471340884593,2.11653014066793,2.53629026574378
"MPZL2","10205","myelin protein zero-like 2",-0.952601893023893,0.38453823967939,0.512417307705108,0.27697361948709,0.400170210130723
"TRIM13","10206","tripartite motif containing 13",-3.55091107625089,0.016371671143035,0.0554263726466236,1.87110013799695,1.38582773924324
"INADL","10207","InaD-like (Drosophila)",-14.0516699663955,3.28384032213241e-05,0.00185098497036568,4.03709079415726,1.27039488417427
"USPL1","10208","ubiquitin specific peptidase like 1",1.43766195419649,0.210041045642645,0.329742709445938,0.398474352257121,0.67777302643874
"EIF1","10209","eukaryotic translation initiation factor 1",0.0122450507603097,0.990703672407298,0.994195096955224,0.35503378302639,0.2750943075602
"TOPORS","10210","topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase",-2.49580962468696,0.0547701799882302,0.125621508486742,1.42700492940427,1.58270927574277
"FLOT1","10211","flotillin 1",0.908694180361674,0.405181175984269,0.532193928041514,0.923122594565408,1.24264061771923
"DDX39","10212","DEAD (Asp-Glu-Ala-Asp) box polypeptide 39A",-5.69467178762112,0.00232921340344679,0.0161445011728738,1.90276657377714,0.945061141240149
"PSMD14","10213","proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",-0.00266609587761692,0.99797586721583,0.998681133790492,0.832067043903029,0.656037115256268
"SSX3","10214","synovial sarcoma, X breakpoint 3",-1.87753069697012,0.119254290105847,0.217660806781125,0.899395890961208,1.64136165265928
"OLIG2","10215","oligodendrocyte lineage transcription factor 2",-1.32165556105287,0.243522986705201,0.367558335375431,0.426634448491691,0.304442087109341
"CTDSPL","10217","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like",5.29844618162886,0.003196128094848,0.0193703553337697,3.2786595916212,2.68182304466402
"ANGPTL7","10218","angiopoietin-like 7",-3.31327634802437,0.0211640453613771,0.0660268664155704,0.506850783700684,0.611271098191526
"KLRG1","10219","killer cell lectin-like receptor subfamily G, member 1",-2.76083560814024,0.0397952156728501,0.100881032112123,1.78535439624201,1.51096049811908
"GDF11","10220","growth differentiation factor 11",-4.3174993748067,0.00758854267022261,0.033390108713069,3.5002725016221,2.54755727101307
"TRIB1","10221","tribbles homolog 1 (Drosophila)",0.374867793831278,0.723133186106534,0.803812701637532,1.02757708153968,1.25831659427551
"GPA33","10223","glycoprotein A33 (transmembrane)",5.3356520040583,0.00310025141872081,0.0190103027259438,0.758786307105311,0.605707838606933
"ZNF443","10224","zinc finger protein 443",-1.48204076256259,0.198426303681864,0.315971163983064,0.475096784801841,0.603192133467584
"CD96","10225","CD96 molecule",-1.87538373241246,0.119583606357,0.21795567078851,0.0733708117017567,0.148189487397191
"M6PRBP1","10226","perilipin 3",-5.80714206401551,0.00213571502904897,0.0153757428593759,4.3064091086762,3.21056540646857
"MFSD10","10227","major facilitator superfamily domain containing 10",1.77132563070144,0.136713946767658,0.240693894423589,0.615641727181599,0.897614006537861
"STX6","10228","syntaxin 6",4.40891282491768,0.00696363793755438,0.0316463109993846,2.74499430390261,2.32133675411729
"COQ7","10229","coenzyme Q7 homolog, ubiquinone (yeast)",-0.477230720287484,0.6533280265339,0.746645207958666,1.10478794571129,1.37981177536058
"NBR2","10230","neighbor of BRCA1 gene 2 (non-protein coding)",-2.67010351200598,0.0443430042681775,0.108480408346782,0.704441944217534,0.978749086497721
"RCAN2","10231","regulator of calcineurin 2",0.737748235524592,0.493813267889162,0.612463985657042,0.761117347481779,0.789253637180049
"MSLN","10232","mesothelin",0.301687726915491,0.775034834890077,0.843805492815504,0.331005347237168,0.582607131818534
"LRRC23","10233","leucine rich repeat containing 23",3.59132369978629,0.0156861325401923,0.053784644718446,0.748679462882537,0.734244809532449
"LRRC17","10234","leucine rich repeat containing 17",-3.1969033053804,0.0240783656073761,0.0718617352305135,0.694205395954027,0.595459167381974
"RASGRP2","10235","RAS guanyl releasing protein 2 (calcium and DAG-regulated)",17.1896669851313,1.21996282437375e-05,0.00132771556179357,3.9477331860565,1.16421717308845
"HNRNPR","10236","heterogeneous nuclear ribonucleoprotein R",1.33757486627482,0.238649440272337,0.362236845071291,1.42855135925667,1.2952486038512
"SLC35B1","10237","solute carrier family 35, member B1",4.43114263915885,0.00682082225660441,0.0312359947788924,2.3950664840269,2.48961126816387
"DCAF7","10238","DDB1 and CUL4 associated factor 7",5.39246065928858,0.00296028111003275,0.0185068762208273,1.77470967686298,1.42720359528317
"AP3S2","10239","adaptor-related protein complex 3, sigma 2 subunit",-4.42747161295277,0.00684417097574298,0.0312981725300589,2.12831046117579,2.01583967125899
"MRPS31","10240","mitochondrial ribosomal protein S31",-3.62599975229127,0.0151239240216311,0.0526236076298761,0.784751424339183,0.691728121140139
"CALCOCO2","10241","calcium binding and coiled-coil domain 2",-1.76462413822818,0.137899329650198,0.242124619092717,2.39719045934635,2.21861562372607
"KCNMB2","10242","potassium large conductance calcium-activated channel, subfamily M, beta member 2",7.65509283737347,0.000605694502869397,0.00761864422443991,1.54197589439786,0.963750267789891
"GPHN","10243","gephyrin",5.5167569306778,0.00267906093116868,0.0174302471287021,0.637248422643037,0.439614385044087
"RABEPK","10244","Rab9 effector protein with kelch motifs",2.41493189378772,0.0604945782433259,0.134664895903193,1.16350447069614,1.34471450693636
"TIMM17B","10245","translocase of inner mitochondrial membrane 17 homolog B (yeast)",2.4535626382113,0.0576831605871529,0.130191081338235,1.89217771152296,2.73440349054213
"SLC17A2","10246","solute carrier family 17 (sodium phosphate), member 2",-0.212447818335589,0.840147134425029,0.890119188750921,0.25201293126353,0.251847180526832
"HRSP12","10247","heat-responsive protein 12",0.997055464492554,0.364513082884375,0.492629442423607,1.93618228991835,1.00526923642299
"POP7","10248","processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)",2.43913441990674,0.0587162507710959,0.131835677768284,2.14432350643247,2.158824515986
"GLYAT","10249","glycine-N-acyltransferase",-2.96120646390415,0.0314749940399358,0.0860142850450782,0.950885049261858,0.756953216191644
"SRRM1","10250","serine/arginine repetitive matrix 1",-1.92802076645296,0.111773459120519,0.207727750982407,0.908164968995416,0.972545262636582
"SPRY3","10251","sprouty homolog 3 (Drosophila)",-8.00811796123885,0.000490568102238221,0.0067800581735509,1.17549869070192,0.77279542859982
"SPRY1","10252","sprouty homolog 1, antagonist of FGF signaling (Drosophila)",5.38904057873249,0.00296849538306913,0.0185192417550594,2.01905680483627,1.58924549232256
"SPRY2","10253","sprouty homolog 2 (Drosophila)",3.951541630573,0.0108340285286406,0.0421584230979189,1.28358571165463,1.61341294114607
"STAM2","10254","signal transducing adaptor molecule (SH3 domain and ITAM motif) 2",-1.19281138252836,0.286455576622391,0.414489215595826,1.30763720059277,0.793147324422237
"HCG9","10255","HLA complex group 9 (non-protein coding)",-3.60625248113418,0.0154412156687724,0.053265275490669,0.847376973022873,0.765084992622512
"CNKSR1","10256","connector enhancer of kinase suppressor of Ras 1",0.389582099102182,0.712886664284657,0.795382700364187,0.287042918390609,0.406521865067197
"ABCC4","10257","ATP-binding cassette, sub-family C (CFTR/MRP), member 4",-3.0863623701461,0.0272718229618573,0.0780853145878965,2.01809848467677,2.85642247703674
"DENND4A","10260","DENN/MADD domain containing 4A",0.85023428130231,0.434010114046001,0.55878768309709,0.781990532490626,0.875577035999049
"IGSF6","10261","immunoglobulin superfamily, member 6",-10.4376244586299,0.000139157105888453,0.00349777359141872,3.00938126582159,1.35449218822731
"SF3B4","10262","splicing factor 3b, subunit 4, 49kDa",-1.87372713712058,0.119838345596026,0.218327523854246,1.41590545142805,1.67059139387327
"CDK2AP2","10263","cyclin-dependent kinase 2 associated protein 2",-0.744831733326132,0.489879965706468,0.609390559010064,1.00079951195493,1.3496030062807
"IRX5","10265","iroquois homeobox 5",-4.87538420855836,0.00457135334611465,0.0242942248467672,1.90596984741419,1.65949940497827
"RAMP2","10266","receptor (G protein-coupled) activity modifying protein 2",-7.47434155357933,0.000676950933060912,0.00810586350549376,1.32169631619962,0.67241939771862
"RAMP1","10267","receptor (G protein-coupled) activity modifying protein 1",0.564222831324533,0.596971488973341,0.70136473980042,0.743949712770168,0.839526943023039
"RAMP3","10268","receptor (G protein-coupled) activity modifying protein 3",-2.45935948986057,0.0572736694556596,0.129725438674534,0.942073912975067,1.32457358573921
"ZMPSTE24","10269","zinc metallopeptidase STE24 homolog (S. cerevisiae)",-3.65333152559452,0.0146969742552657,0.051604448930433,1.97227233967979,2.10503389326348
"AKAP8","10270","A kinase (PRKA) anchor protein 8",6.17133641921809,0.00162699008375348,0.0131801414150365,2.55401108859552,1.48761718793963
"FSTL3","10272","follistatin-like 3 (secreted glycoprotein)",-2.10810298694674,0.0888353484443692,0.176843406207129,0.533941341626648,0.659227972695794
"STUB1","10273","STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",3.02300065623385,0.0293154051489896,0.0821487364292325,2.32429593720605,3.11708783671285
"STAG1","10274","stromal antigen 1",-2.48002429894036,0.0558394238837131,0.127441162085062,1.55821436315578,1.65134082835149
"NET1","10276","neuroepithelial cell transforming 1",-2.70480042585728,0.0425394247284653,0.105364547175437,1.42141775805357,1.07871543181341
"UBE4B","10277","ubiquitination factor E4B",-7.76534077381596,0.000566596201877552,0.00736114703026792,1.49987822315652,0.820124147828411
"EFS","10278","embryonal Fyn-associated substrate",-2.97249640654109,0.0310674973706115,0.0852428452288207,1.54767121775128,0.913305013845734
"PRSS16","10279","protease, serine, 16 (thymus)",5.94809859684212,0.00191926174051418,0.0144952986467386,2.08975702693645,1.41134259873727
"SIGMAR1","10280","sigma non-opioid intracellular receptor 1",-1.86229292103205,0.1216118965208,0.220847226651467,0.681652254687482,0.755887443159001
"DSCR4","10281","Down syndrome critical region gene 4",3.36313978161685,0.0200391093204345,0.0635764599273308,0.393703985988012,0.406981854620636
"BET1","10282","blocked early in transport 1 homolog (S. cerevisiae)",-3.69132520258924,0.014126156258301,0.0502895033638129,1.88534252300196,1.59767184623942
"SDCCAG10","10283","CWC27 spliceosome-associated protein homolog (S. cerevisiae)",1.12303908436357,0.31243229177382,0.44063573167124,0.327163079961631,0.246776443551309
"SAP18","10284","Sin3A-associated protein, 18kDa",-3.08560460259812,0.0272952984424822,0.0781310064340233,1.73768485174053,1.46187365845206
"SMNDC1","10285","survival motor neuron domain containing 1",-1.67077230049677,0.15563191869913,0.263897601272438,0.746055743580332,0.927011288638912
"BCAS2","10286","breast carcinoma amplified sequence 2",-0.706927753032065,0.511186206617615,0.627126279329578,0.715841067305894,0.522335839344372
"RGS19","10287","regulator of G-protein signaling 19",0.325619358217286,0.757897644478643,0.830753972567894,0.473754492862642,0.623542795507928
"LILRB2","10288","leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2",-3.47000678465951,0.0178492284389606,0.0588099400159574,1.30232391009159,1.39027765959552
"EIF1B","10289","eukaryotic translation initiation factor 1B",-1.71330746227277,0.1473275794216,0.253558975877808,1.03216227957437,1.85011050349565
"SPEG","10290","SPEG complex locus",6.349820191574,0.00143054784707299,0.0122222762421316,4.97399474932678,3.34997071699995
"SF3A1","10291","splicing factor 3a, subunit 1, 120kDa",3.39919650190018,0.0192678429417802,0.0619425690118751,2.16196415520366,2.11561042576159
"TRAIP","10293","TRAF interacting protein",1.51993237382463,0.189000836519209,0.304366314589773,1.32077918987721,1.74799274867075
"DNAJA2","10294","DnaJ (Hsp40) homolog, subfamily A, member 2",2.68298749367204,0.0436636264124883,0.10733630584631,0.949962039926501,1.40062034907578
"BCKDK","10295","branched chain ketoacid dehydrogenase kinase",0.306808572320052,0.771355199263881,0.840761393062676,0.956949878554394,1.51649012478742
"MAEA","10296","macrophage erythroblast attacher",-2.57097234956359,0.0499763114889035,0.117811021424341,1.68358302705762,1.47653174443179
"APC2","10297","adenomatosis polyposis coli 2",0.854583517895345,0.431812273677287,0.556794351028458,0.644747741075037,0.428387298672555
"PAK4","10298","p21 protein (Cdc42/Rac)-activated kinase 4",-1.46619245643283,0.202501570464361,0.32091180492816,0.702999433886561,0.926062305269767
"MARCH6","10299","membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase",3.16464038583371,0.0249646774740301,0.073576033760181,1.5060245395066,1.11403665777782
"KATNB1","10300","katanin p80 (WD repeat containing) subunit B 1",7.07319614136082,0.000873861899388485,0.00926165070599711,4.27426401876273,2.6000041816572
"DLEU1","10301","deleted in lymphocytic leukemia 1 (non-protein coding)",-7.44145260277667,0.000690962395086853,0.00817474974767809,3.33243396875253,2.01588631986078
"SNAPC5","10302","small nuclear RNA activating complex, polypeptide 5, 19kDa",1.06968436114942,0.333658722770873,0.462168579345515,0.81159900925065,0.864480474912469
"APBB3","10307","amyloid beta (A4) precursor protein-binding, family B, member 3",-0.162353008415068,0.877385131573971,0.917784054449886,0.780567983327838,0.793191674767433
"ZNF267","10308","zinc finger protein 267",-2.35056983404729,0.0655137481802767,0.142496001195293,1.68329540586239,2.27430866553019
"CCNO","10309","cyclin O",19.6441326497859,6.31184593971058e-06,0.00115345743827286,2.43922745044678,0.60869484916616
"DSCR3","10311","Down syndrome critical region gene 3",3.9352213092594,0.0110124955122825,0.042615610193964,1.34677893357011,1.48843310305388
"TCIRG1","10312","T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",-5.64724259432276,0.00241694176040357,0.0164293552562162,2.5510141017773,1.65964353074754
"RTN3","10313","reticulon 3",-2.51977844271061,0.0531890426424946,0.12305404890479,0.732119056794965,0.828585130802402
"LANCL1","10314","LanC lantibiotic synthetase component C-like 1 (bacterial)",-0.588841851666585,0.581562546185393,0.688240287364404,1.17157314823843,1.57456108976539
"NMUR1","10316","neuromedin U receptor 1",-1.03167582843955,0.349519998048446,0.477544033658799,0.540589027850872,0.497409332384983
"B3GALT5","10317","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5",1.1782223366692,0.291723682542556,0.419542008372224,0.0972871770621884,0.224314249650569
"TNIP1","10318","TNFAIP3 interacting protein 1",-2.86777600885264,0.0350857539100213,0.0928133833707829,0.975075510197489,0.614935098329425
"LAMC3","10319","laminin, gamma 3",-2.86405564134115,0.0352387953929807,0.0930082962443523,0.493567987397401,0.644186703716637
"IKZF1","10320","IKAROS family zinc finger 1 (Ikaros)",-6.45528417869422,0.00132763418800697,0.0117327088412517,2.22009001477962,1.46504635841392
